Customer_ID,Surname,CreditScore,Geography,Gender,Age,Tenure,EstimatedSalary
15719561,Lin,768,French,Male,42,5,"€ 60,686.40"
15615096,Costa,492,FRA,Female,31,7,"€ 49,463.44"
15659931,Ibezimako,637,Germany,Female,55,1,"€ 81,431.99"
15714586,Marcelo,646,Spain,Female,42,3,"€ 22,909.56"
15634949,Hay,593,Germany,Male,74,5,"€ 65,532.17"
15589224,Moore,596,Spain,Male,41,5,"€ 141,053.85"
15795990,Lumholtz,722,Germany,Female,48,10,"€ 3,472.63"
15603216,Simpson,642,France,Male,25,7,"€ 102,083.78"
15631201,Hill,472,Spain,Female,28,4,"€ 1,801.77"
15686255,Mouzon,738,Germany,Male,35,6,"€ 85,185.44"
15746594,Wu,732,Spain,Male,33,8,"€ 119,882.70"
15718893,Pirozzi,404,Germany,Female,54,4,"€ 83,715.66"
15671609,Ibeabuchi,701,FRA,Male,44,7,"€ 23,425.78"
15652540,Garnsey,683,France,Male,31,2,"€ 77,326.78"
15774857,Synnot,460,French,Female,27,7,"€ 156,150.08"
15791836,Wildman,690,France,Male,29,5,"€ 108,577.97"
15651554,Anenechukwu,618,Germany,Female,54,4,"€ 133,573.29"
15583576,Tai,671,France,Male,30,2,"€ 102,057.86"
15732740,Plant,765,Spain,Female,32,9,"€ 47,247.56"
15723320,Azubuike,651,Germany,Female,25,2,"€ 114,566.47"
15603851,Galkin,704,France,Male,32,7,"€ 184,464.70"
15777923,Johnston,544,French,Female,45,6,"€ 151,401.33"
15735719,Babbage,790,French,Female,40,9,"€ 70,607.10"
15703482,Walker,710,Germany,Male,34,9,"€ 147,074.67"
15605835,Rice,743,French,Male,37,8,"€ 105,780.18"
15664881,Norton,702,French,Male,34,4,"€ 109,496.45"
15757568,Bogolyubov,704,France,Female,45,6,"€ 137,739.45"
15792660,Gibbons,614,French,Male,38,2,"€ 105,140.92"
15599722,Chia,609,Spain,Female,43,6,"€ 113,276.46"
15726354,Smith,688,FRA,Female,32,6,"€ 172,531.23"
15610355,Hunter,713,French,Male,44,1,"€ 64,375.40"
15704284,Ekechukwu,736,Germany,Male,57,9,"€ 28,434.44"
15621893,Bellucci,727,French,Male,18,4,"€ 46,941.41"
15588219,Ford,850,French,Female,38,1,"€ 29,333.01"
15688619,Scott,718,Spain,Male,45,3,"€ 193,724.51"
15765518,Gregson,643,France,Female,51,2,"€ 34,967.75"
15616931,Moore,653,FRA,Male,41,8,"€ 55,663.85"
15758372,Wallace,674,French,Male,18,7,"€ 55,753.12"
15782591,Cook,690,FRA,Male,35,6,"€ 176,962.31"
15612109,Speth,819,FRA,Male,38,9,"€ 181,507.44"
15613712,Boag,634,Spain,Male,34,1,"€ 61,995.57"
15639322,Grave,633,Spain,Male,33,4,"€ 98,349.13"
15594349,Streeten,850,FRA,Male,49,5,"€ 59,748.19"
15574167,Fox,665,French,Male,33,2,"€ 159,840.51"
15811842,Artemyeva,630,Spain,Male,26,7,"€ 6,656.64"
15648794,Giordano,836,Spain,Male,57,4,"€ 37,141.62"
15771211,Perkins,668,French,Male,38,10,"€ 37,094.75"
15588614,Walton,753,French,Male,57,7,"€ 159,475.08"
15630698,Hay,745,France,Female,55,9,"€ 51,548.14"
15694200,Gardner,693,French,Male,36,8,"€ 58,719.63"
15721426,Milne,606,Germany,Male,65,10,"€ 7,861.68"
15725997,She,660,French,Female,35,6,"€ 19,199.61"
15762138,Hu,608,France,Male,42,5,"€ 178,504.29"
15750649,Uwakwe,744,French,Female,44,3,"€ 189,016.14"
15685706,Bird,731,France,Female,40,7,"€ 156,048.64"
15641835,Anderson,683,French,Male,72,3,"€ 52,876.41"
15586821,Bellew,727,French,Male,28,5,"€ 19,653.08"
15569678,Cocci,561,Germany,Male,32,6,"€ 139,451.98"
15793842,Krichauff,700,FRA,Female,34,2,"€ 128,136.29"
15667554,Cameron,605,France,Male,35,6,"€ 45,206.57"
15794479,Becker,767,Spain,Male,77,8,"€ 190,146.83"
15585041,Ainsworth,511,French,Male,33,7,"€ 158,313.87"
15780650,Biryukov,667,France,Male,40,9,"€ 96,670.20"
15780846,Redding,787,French,Male,33,1,"€ 62,163.53"
15805260,Wood,705,Germany,Female,56,2,"€ 88,428.41"
15621629,Scott,773,Germany,Male,43,8,"€ 35,908.46"
15662151,Gould,554,FRA,Male,40,4,"€ 168,780.04"
15747174,Hao,526,Germany,Male,58,9,"€ 191,263.76"
15651585,Power,661,Germany,Male,35,2,"€ 83,052.03"
15649738,White,698,FRA,Female,46,0,"€ 125,962.02"
15633108,Thorpe,646,French,Male,26,4,"€ 164,696.27"
15769254,Tuan,757,Germany,Female,34,9,"€ 187,011.96"
15704746,Inman,699,Spain,Male,35,2,"€ 55,324.49"
15637644,Hanson,667,France,Female,24,4,"€ 34,335.55"
15609562,MacDonald,774,Spain,Female,43,1,"€ 17,004.14"
15787459,Parkes,745,Spain,Male,40,3,"€ 116,331.42"
15762902,Stanley,649,France,Female,42,7,"€ 22,974.01"
15738605,Fischer,634,Germany,Female,46,5,"€ 49,725.16"
15724889,Chinweuba,665,Spain,Male,38,9,"€ 87,412.74"
15730735,Henning,713,France,Male,38,9,"€ 26,136.89"
15689147,Ogochukwu,652,FRA,Female,40,1,"€ 126,554.96"
15730397,Narelle,739,Spain,Male,40,1,"€ 193,321.30"
15762169,Bergman,556,Germany,Male,37,9,"€ 90,928.02"
15589320,Sagese,699,Spain,Male,34,8,"€ 76,510.46"
15799211,Anenechi,708,Spain,Female,32,8,"€ 120,115.50"
15798310,Palerma,480,French,Male,35,2,"€ 197,984.58"
15609998,Okwudilichukwu,700,Germany,Female,59,5,"€ 142,977.05"
15583548,Harrison,525,Spain,Female,47,6,"€ 82,522.61"
15761763,Jamieson,845,FRA,Male,33,8,"€ 150,664.97"
15764409,Goodman,613,France,Male,37,9,"€ 114,153.44"
15710161,Ko,850,FRA,Female,34,2,"€ 171,706.66"
15735246,Norman,798,Spain,Female,58,9,"€ 119,071.56"
15791700,Ugochukwutubelum,773,Germany,Male,47,2,"€ 143,007.49"
15670753,Uvarova,614,Spain,Male,35,2,"€ 31,302.35"
15573876,Chia,473,Spain,Male,48,8,"€ 71,139.80"
15770174,Piazza,762,FRA,Male,29,6,"€ 54,122.89"
15641114,Power,701,FRA,Male,37,8,"€ 120,031.29"
15682435,P'eng,600,France,Male,35,4,"€ 104,076.51"
15751788,Johnson,850,Spain,Male,28,9,"€ 175,853.64"
15672598,Walker,613,Spain,Male,30,9,"€ 175,795.87"
15762803,Innes,509,FRA,Male,31,3,"€ 15,360.91"
15812982,Francis,509,Spain,Male,38,2,"€ 168,460.12"
15597901,Chidozie,609,French,Male,34,1,"€ 181,177.90"
15731507,Mackenzie,456,France,Female,33,1,"€ 58,363.94"
15809826,Craigie,728,France,Female,46,2,"€ 20,276.87"
15764237,Manfrin,663,Spain,Male,33,9,"€ 91,514.62"
15769917,Onyekachi,673,Germany,Female,34,1,"€ 76,703.10"
15641850,Pethard,717,French,Male,40,0,"€ 110,887.14"
15770974,Nwabugwu,741,Germany,Female,37,8,"€ 109,843.16"
15803749,DeRose,498,Germany,Female,41,4,"€ 12,577.21"
15684999,Ch'eng,850,French,Female,26,4,"€ 179,365.10"
15770225,Padovesi,493,France,Male,36,9,"€ 65,816.53"
15627484,Obielumani,686,French,Female,47,5,"€ 124,170.90"
15610337,Stephens,666,Spain,Male,35,2,"€ 175,015.12"
15752488,Emery,733,Spain,Female,31,9,"€ 115,441.66"
15610056,Dufresne,631,Germany,Female,34,6,"€ 128,247.03"
15806049,Lee,714,Germany,Female,49,5,"€ 141,914.94"
15736069,Hsing,767,Germany,Female,35,6,"€ 115,566.57"
15763662,Longo,711,Germany,Male,43,2,"€ 175,423.69"
15615575,Vial,722,French,Male,34,8,"€ 133,447.49"
15691723,Chukwudi,631,Spain,Male,55,9,"€ 114,474.98"
15774098,Grant,701,Germany,Male,38,3,"€ 52,044.66"
15750808,Ma,790,Spain,Male,46,2,"€ 180,290.68"
15744368,Sun,633,Spain,Male,58,6,"€ 132,034.13"
15610594,Moss,644,FRA,Female,37,8,"€ 20,968.88"
15756125,Booth,757,Spain,Male,44,5,"€ 158,735.10"
15623277,Ross,696,France,Female,30,8,"€ 196,134.44"
15795954,Ndukaku,746,France,Male,35,2,"€ 22,374.97"
15671969,Pruneda,649,Spain,Male,36,8,"€ 161,668.15"
15791268,Neumann,565,Spain,Male,38,0,"€ 67,339.34"
15713655,Calabrese,720,French,Female,38,10,"€ 56,229.72"
15633930,Yobachukwu,648,Spain,Female,56,6,"€ 140,991.23"
15712849,Tung,632,Germany,Male,41,3,"€ 177,644.52"
15639077,Marchesi,622,FRA,Female,30,2,"€ 142,342.55"
15808784,Hess,835,France,Male,28,2,"€ 154,559.28"
15648577,Pickering,493,France,Female,31,3,"€ 176,570.28"
15670345,Mazzi,785,Germany,Female,33,6,"€ 191,961.83"
15633112,Madukaego,681,Germany,Male,42,3,"€ 9,452.88"
15714397,Trentino,621,Germany,Female,30,2,"€ 165,257.31"
15780038,Paterson,756,Spain,Male,38,6,"€ 169,763.89"
15756305,Marchesi,515,French,Female,66,6,"€ 160,663.11"
15578799,Anayolisa,625,FRA,Female,58,10,"€ 192,072.10"
15800326,Poole,717,Spain,Female,39,6,"€ 93,275.61"
15785485,Zhou,595,Germany,Female,41,2,"€ 112,269.67"
15783958,Bates,539,Spain,Female,37,1,"€ 2,186.83"
15727546,Olejuru,762,French,Male,35,9,"€ 43,075.70"
15739576,Bustard,706,Spain,Male,20,8,"€ 12,368.11"
15631333,Wade,677,Spain,Female,25,8,"€ 42,410.21"
15604782,Tan,733,Germany,Female,33,7,"€ 190,430.81"
15589643,Ngozichukwuka,684,Spain,Female,41,7,"€ 138,394.37"
15585533,Calabrese,679,FRA,Male,36,6,"€ 172,501.38"
15681506,Lane,478,Spain,Male,43,1,"€ 197,916.43"
15630551,Forbes,696,FRA,Male,33,2,"€ 7,035.36"
15698349,Davy,686,Spain,Female,35,4,"€ 159,676.55"
15776631,Ma,466,France,Female,36,5,"€ 80,603.99"
15762216,Barrera,686,FRA,Female,41,4,"€ 187,599.80"
15623927,Alexander,576,France,Male,55,9,"€ 94,450.97"
15681402,Ngozichukwuka,763,Germany,Female,61,1,"€ 143,981.27"
15586264,Murray,572,France,Male,43,2,"€ 26,450.57"
15594685,Hall,757,French,Female,49,2,"€ 164,482.92"
15812945,Padovesi,582,France,Female,29,0,"€ 84,012.81"
15734628,Lysaght,623,France,Female,35,5,"€ 101,192.08"
15629323,Kelechi,617,Germany,Female,37,4,"€ 175,324.74"
15666823,Nebechi,425,France,Male,39,4,"€ 197,226.32"
15777553,Hanson,659,FRA,Female,56,9,"€ 99,504.03"
15613097,Kao,605,French,Female,33,4,"€ 83,700.66"
15622217,Tu,538,French,Female,38,8,"€ 28,226.15"
15703588,Palerma,665,Germany,Male,25,5,"€ 35,321.65"
15570835,Fallaci,491,Germany,Female,57,4,"€ 41,229.73"
15679299,Shen,726,Spain,Female,27,7,"€ 78,970.58"
15808044,Ts'ui,580,France,Female,65,9,"€ 107,890.69"
15579208,Chikezie,550,France,Female,48,6,"€ 191,870.28"
15684951,He,542,French,Female,59,2,"€ 7,905.06"
15667620,Dreyer,732,France,Female,43,6,"€ 65,731.53"
15582960,Short,473,FRA,Female,33,5,"€ 145,698.73"
15590730,Hunt,745,Spain,Male,34,9,"€ 50,046.25"
15763747,Ricci,732,French,Male,36,7,"€ 60,830.24"
15778320,Teng,848,Germany,Female,40,5,"€ 158,853.98"
15642787,Ijendu,572,French,Male,37,1,"€ 111,243.09"
15624633,Kibby,702,FRA,Male,45,9,"€ 171,014.69"
15766765,Obiuto,664,Germany,Male,39,7,"€ 170,835.32"
15783615,Ramos,630,Germany,Male,50,3,"€ 47,775.34"
15640161,Calabrese,618,Germany,Male,44,5,"€ 139,297.71"
15619889,Vasin,556,FRA,Male,26,4,"€ 195,167.38"
15579166,Munro,619,French,Female,30,7,"€ 160,948.87"
15789097,Keeley,644,French,Male,48,8,"€ 44,965.54"
15674880,Archer,658,Spain,Male,50,2,"€ 52,137.73"
15778157,Murray,598,Spain,Male,27,8,"€ 109,296.18"
15779064,Chidiegwu,677,French,Male,27,2,"€ 20,092.89"
15801265,Tang,689,Spain,Female,45,0,"€ 197,804.00"
15589204,Farrar,591,France,Male,33,9,"€ 118,782.06"
15664543,Shaw,699,France,Male,40,7,"€ 152,876.13"
15582714,Napolitani,749,Germany,Male,47,9,"€ 135,655.29"
15797595,Greenhalgh,709,France,Female,40,9,"€ 103,970.58"
15614034,Martin,607,Germany,Male,61,2,"€ 35,786.76"
15763171,Hu,650,Germany,Female,25,2,"€ 25,325.07"
15647266,Y?an,651,Spain,Female,45,10,"€ 18,732.84"
15757577,Odili,676,French,Female,61,8,"€ 118,522.73"
15736656,H?,723,FRA,Female,49,4,"€ 89,972.25"
15635078,Chiemela,714,Spain,Male,45,0,"€ 187,194.15"
15680141,Yuan,759,Spain,Female,35,7,"€ 106,785.70"
15576945,Clements,582,France,Male,29,0,"€ 142,516.35"
15602034,Kolesnikov,697,French,Female,34,2,"€ 73,334.43"
15732020,Rutherford,610,Germany,Male,57,6,"€ 186,612.47"
15611029,Hsiung,488,Germany,Female,33,4,"€ 123,613.81"
15621210,Angelo,599,Germany,Male,46,9,"€ 31,368.08"
15569222,Mendes,781,French,Male,32,6,"€ 40,066.95"
15664639,McGregor,645,French,Male,19,9,"€ 175,969.19"
15724223,Bronner,545,France,Female,55,5,"€ 10,034.77"
15644621,Mironova,597,Germany,Female,40,9,"€ 151,167.94"
15756056,Ku,561,Spain,Female,28,3,"€ 191,387.76"
15700353,Evans,662,FRA,Female,37,6,"€ 51,229.17"
15624388,Henderson,649,Germany,Female,50,5,"€ 87,351.42"
15627212,Smith,630,France,Female,36,2,"€ 48,984.95"
15648005,Russell,672,Spain,Male,33,2,"€ 182,738.00"
15681446,Sun,636,Germany,Female,37,9,"€ 153,535.27"
15775888,McDonald,593,Germany,Female,38,5,"€ 125,079.65"
15749019,Wong,545,Germany,Male,45,6,"€ 162,321.26"
15709928,Niu,567,Spain,Female,41,1,"€ 3,414.72"
15784676,Fanucci,583,FRA,Male,51,6,"€ 165,082.25"
15748116,Zetticci,681,French,Female,29,2,"€ 52,021.39"
15612193,Hsia,762,Spain,Male,29,10,"€ 148,256.43"
15762984,McIntosh,648,Spain,Male,35,7,"€ 122,899.01"
15613713,Kozlova,644,FRA,Male,30,5,"€ 10,771.46"
15664204,Meany,706,Spain,Male,29,2,"€ 18,255.51"
15639415,Thompson,850,FRA,Male,35,3,"€ 183,566.78"
15806332,Le Gallienne,484,Spain,Female,39,5,"€ 175,224.12"
15614929,Cheng,508,Germany,Male,28,0,"€ 147,913.56"
15695492,P'eng,439,French,Female,29,6,"€ 180,598.66"
15635972,Lloyd,484,Spain,Male,36,8,"€ 186,136.48"
15616380,Wheeler,803,Spain,Female,37,1,"€ 7,455.20"
15581440,Christie,724,Germany,Female,48,6,"€ 80,552.11"
15654390,He,640,French,Male,33,7,"€ 25,722.28"
15660688,King,701,Spain,Female,35,9,"€ 170,996.86"
15806307,Favors,537,French,Male,37,3,"€ 20,603.32"
15647975,Vida,651,Germany,Male,26,5,"€ 141,763.26"
15595728,Thomas,523,Germany,Male,41,0,"€ 122,284.38"
15735388,Wayn,717,French,Female,25,7,"€ 190,011.85"
15788535,Tan,593,Spain,Male,44,5,"€ 128,046.98"
15765902,Gibson,706,Germany,Male,38,5,"€ 135,662.17"
15642345,Y?,714,Germany,Female,49,4,"€ 7,571.51"
15641250,Calabresi,794,Spain,Male,38,9,"€ 23,596.24"
15706163,Enyinnaya,518,Germany,Male,46,4,"€ 92,727.42"
15746708,Ritchie,589,Germany,Male,55,7,"€ 65,156.83"
15775203,Chia,824,FRA,Male,45,3,"€ 60,151.77"
15787907,Wang,719,Germany,Female,42,5,"€ 149,097.38"
15646764,Lorenzo,617,Germany,Female,58,3,"€ 35,199.24"
15678284,Pai,651,France,Male,35,7,"€ 129,451.29"
15726791,Nuttall,637,Spain,Female,45,2,"€ 145,134.49"
15813144,Osborne,554,FRA,Female,26,7,"€ 192,709.69"
15669342,Ferri,731,Germany,Male,35,2,"€ 139,083.70"
15710366,Hamilton,569,Spain,Female,42,1,"€ 83,629.60"
15614934,McEwan,625,Germany,Female,37,4,"€ 35,625.41"
15588701,Lai,592,France,Female,38,4,"€ 35,338.96"
15665438,Hs?,669,FRA,Male,43,1,"€ 15,602.80"
15644896,Thompson,663,Germany,Male,32,3,"€ 182,355.21"
15670205,Boyd,518,Germany,Female,41,5,"€ 89,327.67"
15635776,Trevisani,686,Germany,Female,43,5,"€ 151,903.60"
15791053,Lucciano,709,Germany,Male,45,4,€ 11.58
15644005,Holman,571,France,Female,33,9,"€ 77,519.62"
15796343,Bazhenov,707,French,Female,31,2,"€ 91,423.69"
15751057,Douglas,701,Germany,Male,32,5,"€ 106,287.77"
15623430,Hill,672,French,Male,34,9,"€ 161,800.77"
15682600,Lo,620,Germany,Male,39,9,"€ 80,582.34"
15769312,Forbes,557,Spain,Male,48,10,"€ 185,094.48"
15708212,Lin,648,Spain,Female,54,7,"€ 172,586.89"
15650258,Sinclair,479,France,Female,35,2,"€ 195,649.79"
15604345,Kemp,730,French,Female,22,9,"€ 145,792.01"
15578297,Ebelegbulam,737,Germany,Female,43,1,"€ 138,510.01"
15671789,Woods,616,French,Male,31,3,"€ 168,895.06"
15726186,Genovese,639,Spain,Male,29,4,"€ 97,983.44"
15764618,Tseng,815,Spain,Female,39,6,"€ 85,167.88"
15730738,Chiang,786,Spain,Male,31,9,"€ 18,210.36"
15637650,Williams,549,FRA,Male,50,9,"€ 13,608.18"
15606267,Wilson,622,FRA,Female,38,4,"€ 110,457.99"
15625904,Wang,624,French,Male,26,9,"€ 31,231.35"
15654463,Moore,841,France,Male,34,4,"€ 141,582.66"
15774151,Iadanza,614,Spain,Female,41,7,"€ 14,666.35"
15693259,Wallace,676,French,Male,30,1,"€ 55,400.17"
15642468,Clark,697,France,Male,42,9,"€ 174,667.65"
15758531,Y?,732,French,Female,40,10,"€ 154,189.08"
15728352,Yermakov,623,France,Male,27,4,"€ 142,170.44"
15637240,Wei,541,FRA,Male,46,4,"€ 94,499.06"
15595588,Chukwunonso,773,Spain,Female,39,4,"€ 182,081.45"
15778395,McIntyre,762,Germany,Male,34,4,"€ 68,562.26"
15711825,Ts'ai,655,Spain,Female,35,1,"€ 88,798.02"
15599251,Chung,602,Germany,Male,32,7,"€ 113,781.99"
15570004,Tsou,850,FRA,Male,31,3,"€ 121,866.87"
15656912,Aitken,649,Spain,Male,51,4,"€ 150,390.57"
15657342,Dawson,850,Germany,Male,28,4,"€ 60,708.72"
15716284,Ward,543,French,Male,43,9,"€ 78,858.07"
15672374,Pai,672,France,Male,52,8,"€ 56,407.42"
15732476,Ifeanyichukwu,600,France,Female,27,3,"€ 125,698.97"
15747724,Briggs,671,Spain,Female,34,10,"€ 23,235.38"
15633877,Morrison,706,Spain,Female,42,8,"€ 75,732.25"
15672516,Wall,541,Germany,Male,51,7,"€ 179,861.79"
15607827,Nebechukwu,711,Germany,Male,34,4,"€ 42,976.64"
15751336,Yao,630,Spain,Male,30,3,"€ 10,486.69"
15646539,Liao,531,French,Male,31,3,"€ 56,794.73"
15756901,Ch'ang,641,FRA,Female,26,4,"€ 28,157.34"
15809286,Burke,631,Germany,Male,37,8,"€ 152,422.91"
15759021,Kay,685,French,Male,35,9,"€ 167,033.83"
15725039,McIntyre,702,Spain,Male,32,8,"€ 126,082.18"
15579130,Chidiegwu,708,Germany,Female,43,0,"€ 181,499.77"
15754112,Musgrove,653,Spain,Male,55,7,"€ 41,967.03"
15735522,Boulger,654,Germany,Male,37,2,"€ 186,300.59"
15613326,Gow,596,FRA,Female,33,1,"€ 85,412.54"
15739502,Amaechi,549,Germany,Female,31,9,"€ 23,343.18"
15670914,Robe,754,FRA,Male,38,2,"€ 180,698.32"
15604073,Bibi,815,Germany,Female,25,8,"€ 136,071.05"
15806027,Niu,556,France,Female,52,9,"€ 175,149.20"
15574886,Palerma,706,French,Male,32,6,"€ 146,949.74"
15707120,Cocci,850,FRA,Male,46,9,"€ 88,920.68"
15800845,Artemieva,732,Spain,Female,33,8,"€ 45,098.62"
15603914,Arcuri,614,France,Male,40,6,"€ 20,339.79"
15722765,Owen,580,Spain,Female,57,0,"€ 108,528.74"
15783305,Franklin,593,France,Female,46,7,"€ 145,560.38"
15574842,Lorenzo,653,Germany,Female,25,2,"€ 199,357.24"
15607837,Muriel,746,French,Female,29,4,"€ 43,106.17"
15714877,MacDevitt,662,France,Female,29,10,"€ 137,508.31"
15782941,Chijindum,573,France,Male,31,2,"€ 91,957.39"
15630167,Gibson,684,Spain,Female,39,4,"€ 120,612.11"
15759038,Whitehead,793,France,Female,41,3,"€ 102,921.17"
15661821,Johnstone,798,Germany,Female,49,5,"€ 31,686.33"
15728006,Endrizzi,524,FRA,Male,40,2,"€ 180,002.42"
15712176,Burke,816,FRA,Male,31,8,"€ 28,407.40"
15689351,Johnson,742,Germany,Female,41,4,"€ 73,743.95"
15782247,Yeh,540,FRA,Male,22,4,"€ 186,233.26"
15769064,Marshall,537,Germany,Male,39,3,"€ 31,728.86"
15718153,Kao,759,Spain,Female,74,6,"€ 48,244.64"
15613189,Browne,774,France,Female,52,2,"€ 113,266.28"
15661734,Taylor,608,Germany,Male,42,8,"€ 71,178.09"
15592645,Gibbons,704,Spain,Male,37,4,"€ 25,684.93"
15768387,Nott,581,FRA,Male,41,8,"€ 29,737.14"
15792525,Lei,628,Germany,Female,61,1,"€ 149,922.38"
15586976,Alexeeva,566,France,Female,42,6,"€ 180,702.12"
15790659,Sheets,701,Spain,Male,59,7,"€ 27,597.59"
15691446,Tokaryev,735,Spain,Male,29,10,"€ 95,025.27"
15772632,Ts'ui,680,FRA,Female,34,1,"€ 167,035.07"
15706587,Johnston,560,French,Male,57,0,"€ 116,781.71"
15572461,Kung,663,Germany,Female,29,4,"€ 21,170.81"
15654409,Unwin,665,France,Female,34,5,"€ 29,641.58"
15568025,Hsueh,758,France,Male,51,8,"€ 116,520.07"
15715769,Hao,621,French,Male,26,2,"€ 44,220.40"
15667458,L?,764,Germany,Male,28,10,"€ 166,188.28"
15567980,Frater,537,Germany,Female,46,5,"€ 140,857.76"
15679294,Brennan,589,French,Female,46,10,"€ 37,024.28"
15606507,Pisani,555,France,Male,24,5,"€ 27,513.47"
15578825,Golubev,734,France,Female,29,0,"€ 17,744.72"
15619935,Vanmeter,783,Spain,Female,59,9,"€ 4,423.63"
15636089,Hs?,678,Germany,Female,51,1,"€ 109,718.44"
15727490,Scott,661,France,Male,47,5,"€ 107,243.31"
15591766,Crawford,607,Spain,Female,25,4,"€ 115,288.24"
15641629,P'eng,537,Spain,Female,38,1,"€ 41,233.97"
15813303,Rearick,513,Spain,Male,88,10,"€ 52,952.24"
15756920,Genovesi,576,FRA,Male,63,9,"€ 78,955.80"
15726403,Glenny,660,Germany,Male,41,1,"€ 26,025.60"
15592765,Marks,637,French,Male,40,8,"€ 174,536.17"
15704442,Fleming,672,FRA,Female,53,9,"€ 147,311.47"
15641136,Davison,629,FRA,Male,32,2,"€ 77,965.44"
15725818,Chibuzo,583,Germany,Male,40,4,"€ 5,635.63"
15612071,Wilson,763,Spain,Female,32,10,"€ 81,310.10"
15719809,Endrizzi,516,Germany,Male,32,3,"€ 111,421.45"
15716518,Yuryeva,617,France,Female,27,4,"€ 190,269.21"
15742210,Ugochukwu,700,France,Male,38,9,"€ 100,950.48"
15630617,Lo Duca,727,Germany,Male,36,6,"€ 113,033.73"
15720838,Gallo,689,Spain,Female,31,3,"€ 120,663.57"
15595537,Trout,626,Germany,Male,49,9,"€ 187,192.23"
15623196,Morley,686,FRA,Male,38,6,"€ 97,825.23"
15679249,Chou,351,Germany,Female,57,4,"€ 169,621.69"
15693199,Shao,739,FRA,Female,37,8,"€ 191,557.10"
15661219,Trentino,627,French,Male,32,10,"€ 103,287.62"
15617136,Mazzanti,451,Germany,Female,38,9,"€ 167,538.66"
15760294,Endrizzi,512,French,Female,41,8,"€ 64,869.32"
15652808,Monaldo,774,French,Female,41,5,"€ 102,426.06"
15657139,Otutodilinna,652,France,Female,40,8,"€ 107,876.20"
15803790,Allen,638,Germany,Male,37,2,"€ 37,294.88"
15764105,Milne,475,France,Female,57,1,"€ 89,248.99"
15672610,Somadina,567,Spain,Male,40,4,"€ 91,973.63"
15766896,Chieloka,750,French,Male,37,3,"€ 16,870.20"
15587735,Chukwuebuka,850,FRA,Male,39,6,"€ 121,681.19"
15659501,Chioke,753,French,Female,38,6,"€ 33,730.43"
15745001,Kovalev,683,Spain,Female,36,7,"€ 104,786.59"
15651140,Doherty,710,FRA,Female,32,3,"€ 94,790.34"
15571148,Baranov,645,Spain,Female,21,1,"€ 28,726.07"
15776824,Rossi,714,French,Male,28,6,"€ 67,057.27"
15633141,Robinson,696,Germany,Female,35,4,"€ 69,079.85"
15764174,Bidencope,612,Spain,Female,26,4,"€ 179,780.74"
15778155,T'ien,520,Germany,Female,31,3,"€ 183,572.39"
15715920,De Bernales,782,Spain,Male,23,10,"€ 142,587.32"
15671917,Wade,666,French,Male,46,5,"€ 177,844.06"
15666548,Chung,466,Germany,Female,56,2,"€ 197,634.11"
15625623,Stevenson,567,FRA,Female,45,4,"€ 121,053.19"
15748123,Chienezie,613,French,Male,20,3,"€ 149,613.77"
15648735,Cashin,718,France,Male,37,8,€ 142.81
15634974,Seppelt,614,France,Female,37,8,"€ 131,766.67"
15713378,Brownless,711,French,Male,38,10,"€ 53,311.78"
15753370,McDonald,691,Germany,Female,38,5,"€ 107,665.02"
15782659,Mamelu,527,French,Male,32,0,"€ 109,523.88"
15583364,McGregor,476,French,Female,32,6,"€ 112,132.86"
15625942,McDonald,619,Spain,Female,45,0,"€ 113,645.40"
15720284,Crawford,607,Germany,Female,37,4,"€ 180,890.40"
15679642,Feng,695,Spain,Male,44,8,"€ 70,974.13"
15628007,Genovese,653,France,Male,33,1,"€ 53,379.52"
15661974,Pirozzi,677,FRA,Male,46,2,"€ 158,531.01"
15689341,Gibbs,655,French,Female,50,10,"€ 179,267.94"
15607993,Milne,625,FRA,Female,52,2,"€ 84,606.03"
15693267,Dickson,679,Germany,Female,34,7,"€ 56,984.58"
15769522,O'Connor,734,FRA,Male,51,1,"€ 116,912.45"
15755825,McGuirk,666,FRA,Male,39,10,"€ 102,999.33"
15598175,Toscani,592,Germany,Female,26,4,"€ 132,801.57"
15744327,Ruth,564,FRA,Male,40,4,"€ 85,455.62"
15798666,Hughes,814,FRA,Female,36,6,"€ 98,657.01"
15577064,Onyekaozulu,592,Germany,Male,36,2,"€ 107,948.72"
15759436,Aksenov,758,FRA,Female,50,2,"€ 67,944.09"
15690231,K'ung,612,Spain,Female,62,0,"€ 192,892.05"
15751561,Meng,498,Germany,Male,61,7,"€ 187,247.56"
15739068,Nwoye,638,Germany,Male,25,4,"€ 114,722.42"
15758056,Calabresi,558,French,Male,35,1,"€ 111,687.57"
15742269,Milano,756,French,Female,24,1,"€ 184,182.25"
15726490,Kirby,782,Spain,Male,52,4,"€ 52,759.82"
15738411,Ho,505,FRA,Male,34,10,"€ 126,451.14"
15727919,Chukwuemeka,671,Spain,Female,29,6,"€ 12,048.67"
15709396,Hale,801,FRA,Male,42,6,"€ 95,804.33"
15654106,K?,604,France,Male,26,8,"€ 197,911.52"
15621653,Rice,716,FRA,Female,29,10,"€ 182,531.74"
15598086,Brown,624,France,Female,45,3,"€ 168,002.31"
15752300,Sagese,607,Germany,Male,47,4,"€ 79,450.61"
15658693,Aksyonova,827,FRA,Female,60,2,"€ 60,615.83"
15631838,Findlay,606,France,Male,61,5,"€ 8,643.21"
